CLOUD,Name,EntrezIDs,Symbols
CLOUD096,Tetrabenazine,6571;1813;1565;873;6570;2737,SLC18A2;DRD2;CYP2D6;CBR1;SLC18A1;SLC18A2;GLI3;DRD2;SLC18A2
CLOUD097,Levamisole,1136;5784;8732;249;248;9373,CHRNA3;PTPN14;RNGTT;ALPL;ALPI;ALPL;PLAA
CLOUD098,Mecamylamine,1135;1139;1137;1141,CHRNA2;CHRNA7;CHRNA4;CHRNB2
CLOUD099,Procarbazine,4128;7498;1545;1544;246,MAOA;XDH;CYP1B1;CYP1A2;ALOX15
CLOUD100,Tolvaptan,554;552;1576;5243;5243,AVPR2;AVPR1A;CYP3A4;ABCB1;ABCB1;AVPR2;AVPR2
CLOUD101,Afimoxifene,2100;2104;2099;7031;2101;8856;6462;3725;3458;5893;1588;367;3417;5914;7067;672;7334;6311;29994;2737;317;387129;4929;580;7137;3784;2671;6095;7376;6097;2516;7253;5337;5338;5467;7134;55775;4193;4194;7139;3172;3174;5871;6256;7025;5241;7421,ESR2;ESRRG;ESR1;TFF1;ESRRA;NR1I2;SHBG;JUN;IFNG;RAD52;CYP19A1;AR;IDH1;RARA;THRA;BRCA1;UBE2N;ATXN2;BAZ2B;GLI3;ESR1;ESR2;APAF1;ESRRG;NPSR1;NR4A2;BARD1;TNNI3;KCNQ1;GFER;RORA;NR1H2;RORC;NR5A1;TSHR;PLD1;PLD2;PPARD;TNNC1;TDP1;MDM2;MDM4;TNNT2;HNF4A;HNF4G;MAP4K2;RXRA;NR2F1;ESRRA;PGR;VDR;ESR1;ESR2;PLD1;ESRRG;PLD2;ESR2
CLOUD102,Mercaptopurine,3251;5471;3614;7172;7498;316;9376;9376;10257;10057;9153;64078;2030;3177;3458;1544;1557;1559;1565;1576;29994;4780;2101;196;216;3417;8795;55775;3043;9970;7157,HPRT1;PPAT;IMPDH1;TPMT;XDH;AOX1;SLC22A8;SLC22A8;ABCC4;ABCC5;SLC28A2;SLC28A3;SLC29A1;SLC29A2;IFNG;CYP1A2;CYP2C19;CYP2C9;CYP2D6;CYP3A4;BAZ2B;NFE2L2;HPRT1;ESRRA;AHR;ALDH1A1;IDH1;TNFRSF10B;TDP1;HBB;NR1I3;TP53
CLOUD103,Dihydroartemisinin,1576;1576;1577;1555;1555;1559;1557;1557;1565;1565,CYP3A4;CYP3A4;CYP3A5;CYP2B6;CYP2B6;CYP2C9;CYP2C19;CYP2C19;CYP2D6;CYP2D6
CLOUD104,Cerivastatin,3156;1576;1576;1576;1577;1551;1558;1558;1565;1557;1559;1559;1555;54658;5243;1244;9429;10599;3458,HMGCR;CYP3A4;CYP3A4;CYP3A4;CYP3A5;CYP3A7;CYP2C8;CYP2C8;CYP2D6;CYP2C19;CYP2C9;CYP2C9;CYP2B6;UGT1A1;ABCB1;ABCC2;ABCG2;SLCO1B1;IFNG;HMGCR;HMGCR
CLOUD105,Hydralazine,8639;5033;1576;4864;4353;5315;1544;1559;79915;6607;1557;9367;7066;1565,AOC3;P4HA1;CYP3A4;NPC1;MPO;PKM;CYP1A2;CYP2C9;ATAD5;SMN2;CYP3A4;CYP2C19;RAB9A;THPO;CYP2D6;MPO
CLOUD106,Prednisolone,2908;1576;1576;1548;6579;5243;866;2752;3553;2737;3676;151306;4780;367;3569;4306;6868;2101;1080;5241;2099;2100,NR3C1;CYP3A4;CYP3A4;CYP2A6;SLCO1A2;ABCB1;SERPINA6;GLUL;IL1B;SERPINA6;GLI3;ITGA4;GPBAR1;NFE2L2;AR;IL6;NR3C2;ADAM17;ESRRA;CFTR;PGR;NR3C1;NR3C1;ESR1;NR3C1;PGR;NR3C2;AR;ADAM17;GLUL;GPBAR1;IL6;ESR2
CLOUD107,Ramelteon,4543;4544;1544;1557;1576,MTNR1A;MTNR1B;CYP1A2;CYP2C19;CYP3A4;MTNR1B;MTNR1A;MTNR1A;MTNR1A;MTNR1B;MTNR1A
CLOUD108,Tiagabine,6529;1576;54658,SLC6A1;CYP3A4;UGT1A1;SLC6A1;SLC6A1
CLOUD109,Amoxapine,6530;6532;1813;1812;150;148;1128;2554;3356;3358;3362;3363;1814;1815;3269;148;1128;3357;3359;3350;3351;150;59340;2554;6531;1565;5004;1544;146;151;152;7066;3757;2737;2099;1588;3778;3779;3725;2908;55775;1129;10242;1131;1132;1133;367;7157;3064;5243;7421,SLC6A2;SLC6A4;DRD2;DRD1;ADRA2A;ADRA1A;CHRM1;GABRA1;HTR2A;HTR2C;HTR6;HTR7;DRD3;DRD4;HRH1;ADRA1A;CHRM1;HTR2B;HTR3A;HTR1A;HTR1B;ADRA2A;HRH4;GABRA1;SLC6A3;CYP2D6;ORM1;SLC6A2;SLC6A4;DRD3;CYP1A2;DRD4;HTR1A;ADRA1D;DRD1;DRD2;ADRA2A;ADRA2B;ADRA2C;THPO;HTR2A;CYP2D6;HTR2C;HTR6;HTR7;KCNH2;HTR2B;GLI3;ESR1;CYP19A1;KCNMA1;KCNMB1;HRH1;JUN;NR3C1;TDP1;CHRM1;CHRM2;KCNMB2;CHRM3;CHRM4;CHRM5;AR;TP53;HTT;ABCB1;VDR;SLC6A2;SLC6A4;DRD1;CHRM2;HTR1A;ADRA2A;CHRM1;DRD2;DRD1;DRD4;SLC6A2;ADRA1D;HTR2A;HTR2C;SLC6A4;HRH1;DRD3;CHRM4;CHRM5;ADRA2B;ADRA2C;CHRM3;HTR2B
CLOUD110,Terazosin,148;147;146;3757;81033;90134;5243;150;1544;151;1557;1559;152;1565;1576;6580;60482;3064,ADRA1A;ADRA1B;ADRA1D;KCNH2;KCNH6;KCNH7;ABCB1;ADRA2A;CYP1A2;ADRA2B;ADRA1D;ADRA1B;ADRA1A;CYP2C19;CYP2C9;ADRA2C;CYP2D6;CYP3A4;KCNH2;SLC22A1;SLC5A7;HTT;ADRA2A;ADRA1D;ADRA1A;ADRA1B;ADRA2B;ADRA2C
CLOUD111,Artemether,1576;1576;1577;1555;1555;1559;1557;1557;1565;1565;10242,CYP3A4;CYP3A4;CYP3A5;CYP2B6;CYP2B6;CYP2C9;CYP2C19;CYP2C19;CYP2D6;CYP2D6;KCNMB2
CLOUD112,Vorinostat,3065;3066;8841;10013;55869;3458;81027;9734;51053;10376;9611;9612;79885;10382;10383;8856;5914;10014;9759;7846;1576;7849;79915;4780;2737;2099;2101;84790;84617;1080;55775;203068;4286;7157;112714;4194;10381;347733;2395;2908;83933;4193;1636;390245;51564;7277;367;7280;347688;9970;190,HDAC1;HDAC2;HDAC3;HDAC6;HDAC8;IFNG;TUBB1;HDAC9;GMNN;TUBA1B;HDAC3;NCOR1;NCOR2;HDAC11;TUBB4A;TUBB4B;NR1I2;RARA;HDAC6;HDAC5;HDAC4;TUBA1A;CYP3A4;PAX8;ATAD5;NFE2L2;GLI3;ESR1;ESRRA;TUBA1C;TUBB6;CFTR;TDP1;TUBB;HDAC8;MITF;TP53;TUBA3E;MDM4;TUBB3;TUBB2B;FXN;NR3C1;HDAC10;MDM2;ACE;KDM4E;HDAC7;TUBA4A;AR;TUBB2A;TUBB8;NR1I3;NR0B1;HDAC1;HDAC2;HDAC2;HDAC3;HDAC6;HDAC1;HDAC8;HDAC10;HDAC2;HDAC3;HDAC4;HDAC6;HDAC9;HDAC11;HDAC5;HDAC7;HDAC1;HDAC8;HDAC2;HDAC3;HDAC1;HDAC3;HDAC1
CLOUD113,Itraconazole,1595;1577;1551;1576;1576;1565;1555;1543;1571;5243;367;2737;554;4780;3791;1233;2099;2100;2101;9971;3577;2534,CYP51A1;CYP3A5;CYP3A7;CYP3A4;CYP3A4;CYP2D6;CYP2B6;CYP1A1;CYP2E1;ABCB1;AR;ABCB1;GLI3;CYP3A4;AVPR2;NFE2L2;KDR;CCR4;ESR1;ESR2;ESRRA;NR1H4;CXCR1;CYP51A1;AVPR2;CCR4;CYP51A1;CXCR1;FYN;CYP3A4
CLOUD114,Imatinib,3815;3815;5979;4914;1436;5156;780;25;5159;1576;1576;1577;1577;1551;1551;1544;1559;1559;1565;1565;1557;5742;6580;6580;5243;5243;6582;9429;9429;21;213;5004;640;768;771;6532;5894;763;7297;51086;2322;2580;1432;27;3055;673;147746;2268;79837;1195;146802;9263;57396;6581;3356;4921;6714;55775;51776;6850;3654;1956;2444;3274;55244;3791;23632;4088;4835;23097;57551;3932;5599;5601;5602;4067;11238;2534;9833;7525;2810;10733;613;2139;766;1487;759;760;761;762;765;2046;6916,KIT;KIT;RET;NTRK1;CSF1R;PDGFRA;DDR1;ABL1;PDGFRB;CYP3A4;CYP3A4;CYP3A5;CYP3A5;CYP3A7;CYP3A7;CYP1A2;CYP2C9;CYP2C9;CYP2D6;CYP2D6;CYP2C19;PTGS1;SLC22A1;SLC22A1;ABCB1;ABCB1;SLC22A2;ABCG2;ABCG2;ABCA3;ALB;ORM1;BLK;CA9;CA12;SLC6A4;RAF1;CA5A;TYK2;DDR1;TNNI3K;FLT3;GAK;MAPK14;ABL1;ABL2;CSF1R;HCK;BRAF;HIPK4;PDGFRA;PDGFRB;FGR;PIP4K2C;CLK1;SLC47A2;STK17A;CLK4;SLC22A3;HTR2A;DDR2;SRC;TDP1;MAP3K20;SYK;SLC22A2;IRAK1;EGFR;FRK;HRH2;SLC47A1;KDR;CA14;SMAD3;NQO2;ABCG2;CDK19;TAOK1;LCK;MAPK8;MAPK9;MAPK10;LYN;CA5B;FYN;KIT;MELK;YES1;SFN;PLK4;BCR;EYA2;CA7;CTBP1;CA1;CA2;CA3;CA4;ABCB1;CA6;EPHA8;ABL1;CA2;HRH2;HTR2A;SLC6A4;PDGFRB;KIT;TBXAS1;CA3;LCK;NQO2;CA6;CA1;SYK;CA7;CA14;ABL2;LYN;CA12;PDGFRA
CLOUD115,Azacitidine,1786;978;29128;8202;7066;7157;672;2597;79915;4780;2737;1588;2101;2100;4286;580;8648;5914;4088;2516;216;3417;2908;55775;4193;4194;3043;6097;5621;51053;367;9971;2494;3064;1788,DNMT1;CDA;UHRF1;NCOA3;THPO;TP53;BRCA1;GAPDH;ATAD5;NFE2L2;GLI3;CYP19A1;ESRRA;ESR2;MITF;BARD1;NCOA1;RARA;SMAD3;NR5A1;ALDH1A1;IDH1;NR3C1;TDP1;MDM2;MDM4;HBB;RORC;PRNP;GMNN;AR;NR1H4;NR5A2;HTT;DNMT1;DNMT3A
CLOUD116,Galantamine,43;1134;1140;1144;1146;1145;1135;1136;1137;1138;8973;1139;55584;57053;1141;1142;1143;590;1576;1565;196,ACHE;CHRNA1;CHRNB1;CHRND;CHRNG;CHRNE;CHRNA2;CHRNA3;CHRNA4;CHRNA5;CHRNA6;CHRNA7;CHRNA9;CHRNA10;CHRNB2;CHRNB3;CHRNB4;BCHE;CYP3A4;CYP2D6;AHR;ACHE;BCHE;ACHE;BCHE
CLOUD117,Irinotecan,7150;116447;1576;1576;1577;1555;1551;54658;54600;1066;8824;590;6581;10599;4363;9429;5243;1244;213;3458;1132;43;55244;146802;6580;6582;152;55775;4312,TOP1;TOP1MT;CYP3A4;CYP3A4;CYP3A5;CYP2B6;CYP3A7;UGT1A1;UGT1A9;CES1;CES2;BCHE;SLC22A3;SLCO1B1;ABCC1;ABCG2;ABCB1;ABCC2;ALB;IFNG;CHRM4;ACHE;SLC47A1;TOP1;SLC47A2;SLC22A1;SLC22A2;ADRA2C;TDP1;ACHE;CHRM4;ADRA2C;MMP1;SLC22A2;SLC47A1;SLC47A2
CLOUD118,Nizatidine,3274;590;5243,HRH2;BCHE;ABCB1;HRH2
CLOUD119,Tacrolimus,2280;1551;1577;1576;1576;5243;5243;5243;23461;213;5004;10599;2281;2475;367;2289;8856;5530;23450;55775,FKBP1A;CYP3A7;CYP3A5;CYP3A4;CYP3A4;ABCB1;ABCB1;ABCB1;ABCA5;ALB;ORM1;CYP3A4;SLCO1B1;FKBP1A;FKBP1B;MTOR;AR;FKBP5;CYP3A5;NR1I2;PPP3CA;SF3B3;TDP1;FKBP1A;MTOR;PPP3CA;CYP3A4;SF3B3;FKBP5
CLOUD120,Tizoxanide,6573,SLC19A1
CLOUD121,Thalidomide,51185;7124;4790;2263;5743;5004;1557;1557;1543;1571;1559;5742;5743;1577;1544;5999;6000;85397;2775;1080;5243;9978,CRBN;TNF;NFKB1;FGFR2;PTGS2;ORM1;CYP2C19;CYP2C19;CYP1A1;CYP2E1;CYP2C9;PTGS1;PTGS2;CYP3A5;CYP1A2;RGS4;RGS7;CRBN;RGS8;GNAO1;CFTR;ABCB1;RBX1
CLOUD122,Dipyridamole,10846;100;8654;5141;1827;5004;10257;10057;5243;5243;58497;10411;11069;5143;5136;5137;5138;5139;5140;1557;5142;1559;5144;5145;5146;5147;7068;1565;5150;5151;5153;5158;1576;5148;79915;4780;222962;5149;2737;1813;7134;6582;64127;8767;7201;9817;247;3276;2770;7251;7253;472;2648;54106;55244;55775;7137;7139;7398;57192;5347;27115;51053;2030;1393;6002;1395;7157;3320;1812;50940;2101;3326,PDE10A;ADA;PDE5A;PDE4A;RCAN1;ORM1;ABCC4;ABCC5;ABCB1;ABCB1;PRUNE1;RAPGEF3;RAPGEF4;PDE4C;PDE1A;PDE1C;PDE2A;PDE3A;PDE3B;CYP2C19;PDE4B;CYP2C9;PDE4D;PDE6A;PDE6C;PDE6D;THRB;CYP2D6;PDE7A;PDE8A;PDE1B;PDE6B;CYP3A4;PDE6G;ATAD5;NFE2L2;SLC29A4;PDE6H;GLI3;DRD2;TNNC1;SLC22A2;NOD2;RIPK2;TRHR;KEAP1;ABCC5;ALOX15B;PRMT1;PDE5A;GNAI1;TSG101;TSHR;ATM;KAT2A;TLR9;SLC47A1;PDE10A;TDP1;TNNI3;TNNT2;USP1;ABCC4;MCOLN1;PLK1;PDE7B;GMNN;SLC29A1;CRHBP;RGS12;CRHR2;TP53;HSP90AA1;DRD1;ABCB1;PDE11A;ESRRA;HSP90AB1;PDE4A;SLC29A1;PDE5A;PDE5A;SLC29A1;PDE2A;PDE11A;PDE10A;PRUNE1;PDE4C;PDE6G;PDE7B
CLOUD123,Lubiprostone,1181;873,CLCN2;CBR1;CLCN2
CLOUD124,Atenolol,153;154;5243;140;155,ADRB1;ADRB2;ABCB1;ADORA3;ADRB1;ADRB2;ADRB3;ADRB1;ADRB1;ADORA3
CLOUD125,Tolazoline,148;150;3269;3274;152;151;134864;146;147,ADRA1A;ADRA2A;HRH1;HRH2;ADRA2C;ADRA2B;TAAR1;ADRA1D;ADRA1B;ADRA1A;TAAR1
CLOUD126,Methylergometrine,1812;3357;1576;1576;3362;1814;3356;7421;1813;150;151;216;3354;5999;3355;3358;1565,DRD1;HTR2B;CYP3A4;CYP3A4;HTR6;DRD3;HTR2A;VDR;DRD1;DRD2;ADRA2A;ADRA2B;ALDH1A1;HTR1E;RGS4;HTR1F;HTR2B;HTR2C;ADRA2A;DRD2;DRD1;HTR2A;HTR2C;DRD3;ADRA2B;HTR2B;HTR6;CYP2D6
CLOUD127,Minoxidil Sulfate,3758;5742;5972,KCNJ1;PTGS1;REN
CLOUD128,Cycloguanil,1719;1719;1557;1565;1544;1559;1571;1576;573971,DHFR;DHFR;CYP2C19;CYP2D6;CYP1A2;CYP2C9;CYP2E1;CYP3A4;DHFRP1;DHFR;DHFR
CLOUD129,Mefloquine,3039;135;1576;1576;590;1588;1565;43;5243;2741;3458;55775;3757;65975,HBA1;ADORA2A;CYP3A4;CYP3A4;BCHE;CYP19A1;CYP2D6;ACHE;ABCB1;GLRA1;IFNG;TDP1;KCNH2;STK33;KCNH2;GLRA1
CLOUD130,Lumefantrine,1576;1576;1565;196;3725;2099;5914,CYP3A4;CYP3A4;CYP2D6;AHR;JUN;ESR1;RARA
CLOUD131,Trimethobenzamide,,
CLOUD132,Dantrolene,6261;1576;3458;55847;1544;4137;1557;1559;1565,RYR1;CYP3A4;IFNG;CISD1;CYP1A2;MAPT;CYP3A4;CYP2C19;CYP2C9;CYP2D6;CISD1
CLOUD133,Epinephrine,148;147;153;154;150;151;146;5053;152;155;7124;6647;1544;1559;1576;6582;6582;6580;6580;6584;3091;1813;2597;4137;2475;4780;2101;2237;23632;7253;55775;51426;759;1812;762;7421,ADRA1A;ADRA1B;ADRB1;ADRB2;ADRA2A;ADRA2B;ADRA1D;PAH;ADRA2C;ADRB3;TNF;SOD1;CYP1A2;CYP2C9;CYP3A4;SLC22A2;SLC22A2;SLC22A1;SLC22A1;SLC22A5;CYP1A2;ADRA1D;HIF1A;ADRA1A;DRD2;ADRA2A;ADRA2B;ADRA2C;ADRB2;ADRB3;GAPDH;MAPT;MTOR;NFE2L2;ESRRA;FEN1;CA14;TSHR;TDP1;POLK;CA1;DRD1;CA4;VDR;ADRB2;ADRB2;ADRA2A;DRD2;ADRA1D;ADRA1A;ADRA2B;ADRA2C;ADRA2B
CLOUD134,Trazodone,3356;3358;6532;3350;3269;148;150;1576;1577;1551;1565;5243;5004;1814;10280;152;146;1812;151;2648;3357,HTR2A;HTR2C;SLC6A4;HTR1A;HRH1;ADRA1A;ADRA2A;CYP3A4;CYP3A5;CYP3A7;CYP2D6;ABCB1;ORM1;DRD3;SIGMAR1;SLC6A4;ADRA2C;ADRA1D;DRD1;ADRA2A;ADRA2B;KAT2A;HTR2A;HTR2B;HTR2C;HRH1;ADRA2A;ADRA1D;HTR2A;HTR2C;SLC6A4;HRH1;DRD3;ADRA2B;ADRA2C;HTR2B;SIGMAR1
CLOUD135,Furazolidone,4129;4128;5243,MAOB;MAOA;ABCB1
CLOUD136,Hydroxyflutamide,367;196;8856;1576;1544;1544;1543;1545;1545;1557;1577;4780;2737;2099;2101;5241;2395;55775,AR;AHR;NR1I2;CYP3A4;CYP1A2;CYP1A2;CYP1A1;CYP1B1;CYP1B1;CYP2C19;CYP3A5;NFE2L2;AR;GLI3;ESR1;ESRRA;PGR;FXN;TDP1;AR
CLOUD137,Cisatracurium,1135;1576,CHRNA2;CYP3A4
CLOUD138,Pentostatin,100;1814,ADA;ADA;DRD3;ADA;ADA
CLOUD139,Docetaxel,81027;596;4133;4134;4137;8856;1576;1576;1577;1551;1545;1545;1545;5243;89845;28234;10864;9429;1244;4363;3458;367;9970;2099;7157;5914;55775;2908;2101,TUBB1;BCL2;MAP2;MAP4;MAPT;NR1I2;CYP3A4;CYP3A4;CYP3A5;CYP3A7;CYP1B1;CYP1B1;CYP1B1;ABCB1;ABCC10;SLCO1B3;SLC22A7;ABCG2;ABCC2;ABCC1;IFNG;AR;NR1I3;ESR1;TP53;RARA;TDP1;NR3C1;ESRRA
CLOUD140,Bretylium,476,ATP1A1
CLOUD141,Lansoprazole,495;4137;1576;1576;1576;1557;1557;1559;1559;1559;1543;1544;1545;1562;1558;1558;1565;1579;5243;5243;9429;4864;23576;2194;9367;5914;2671;162466;29994;4780;2101;5305;5999;196;4170;3276;5347;476;477;478;55775;480;481;482;483;486;496;9970;246;5468;7421,ATP4A;MAPT;CYP3A4;CYP3A4;CYP3A4;CYP2C19;CYP2C19;CYP2C9;CYP2C9;CYP2C9;CYP1A1;CYP1A2;CYP1B1;CYP2C18;CYP2C8;CYP2C8;CYP2D6;CYP4A11;ABCB1;ABCB1;ABCG2;NPC1;CYP1A2;CYP2C9;DDAH1;FASN;CYP2C19;CYP2C8;RAB9A;RARA;GFER;CYP2D6;PHOSPHO1;CYP3A4;MAPT;BAZ2B;NFE2L2;ESRRA;PIP4K2A;RGS4;AHR;MCL1;PRMT1;PLK1;ATP1A1;ATP1A2;ATP1A3;TDP1;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;ATP4A;ATP4B;NR1I3;ALOX15;PPARG;VDR;ATP4A;CYP2D6;FASN;CYP2C19;PHOSPHO1;MAPT
CLOUD142,Flutamide,367;196;8856;1576;1544;1544;1543;1545;1545;1557;1577;13;1559;5914;3362;4780;3630;2737;2099;1588;2101;2100;3778;6097;55775;6256;9970;8824;5243,AR;AHR;NR1I2;CYP3A4;CYP1A2;CYP1A2;CYP1A1;CYP1B1;CYP1B1;CYP2C19;CYP3A5;CYP1A2;AADAC;CYP2C19;CYP2C9;NR1I2;RARA;HTR6;CYP3A4;NFE2L2;INS;GLI3;ESR1;CYP19A1;ESRRA;ESR2;KCNMA1;RORC;TDP1;AR;RXRA;NR1I3;CES2;ABCB1;AR;AR;HTR6
CLOUD143,Albendazole,1131;7846;10383;10383;1576;1543;1544;1544;1544;5243;3458;3717;9734;2831;3354;9971;2847;79915;688;2737;2099;2101;65975;351;203068;196;5914;5468;55775;51053;367;9970;3315;7157;7421,CHRM3;TUBA1A;TUBB4B;TUBB4B;CYP3A4;CYP1A1;CYP1A2;CYP1A2;CYP1A2;ABCB1;IFNG;JAK2;HDAC9;CYP1A2;NPBWR1;HTR1E;NR1H4;MCHR1;ATAD5;KLF5;GLI3;ESR1;ESRRA;STK33;APP;TUBB;AHR;RARA;PPARG;TDP1;GMNN;AR;NR1I3;HSPB1;TP53;ABCB1;VDR
CLOUD144,Trimethoprim,7298;1719;1559;1559;1576;1558;1558;5243;5243;1544;573971;1557;2737;1565;10951;367;6256,TYMS;DHFR;CYP2C9;CYP2C9;CYP3A4;CYP2C8;CYP2C8;ABCB1;ABCB1;CYP1A2;DHFRP1;CYP2C19;CYP2C9;GLI3;CYP2D6;CYP3A4;DHFR;CBX1;AR;RXRA;DHFR
CLOUD145,Lacosamide,6335;6328;6336;768;771;11238;377677;23632;759;760;761;762;763;765;766;6323,SCN9A;SCN3A;SCN10A;CA9;CA12;CA5B;CA13;CA14;CA1;CA2;CA3;CA4;CA5A;CA6;CA7;SCN9A;SCN1A;CA2;CA3;CA6;CA1;CA5B;CA5A;CA7;CA14;CA12;CA4;CA13;CA9;SCN9A
CLOUD146,Abacavir,3106;130;54658;132;8714;4363;1244;213,HLA-B;ADH6;UGT1A1;ADK;ABCC3;ABCC1;ABCC2;ALB
CLOUD147,Iloprost,5739;5731;5141;5142;5143;5144;5327;11251;11309;6578;28232,PTGIR;PTGER1;PDE4A;PDE4B;PDE4C;PDE4D;PLAT;PTGDR2;SLCO2B1;SLCO2A1;SLCO3A1;PTGIR;PTGIR;PTGIR
CLOUD148,Metformin,5564;6580;6580;6582;6582;6581;55244;222962;53632;5571;1803;146802;5562;5563;5565;51422,PRKAB1;SLC22A1;SLC22A1;SLC22A2;SLC22A2;SLC22A3;SLC47A1;SLC29A4;PRKAG3;PRKAG1;DPP4;SLC47A2;PRKAA1;PRKAA2;PRKAB1;PRKAB2;PRKAG2
CLOUD149,Ranolazine,6331;6335;1576;1565;1132;3676;3757;6329,SCN5A;SCN9A;CYP3A4;CYP2D6;CHRM4;SCN5A;ITGA4;KCNH2;SCN5A;SCN4A;SCN5A
CLOUD150,Lithium,2932;3612;3613;2892,GSK3B;IMPA1;IMPA2;GRIA3
CLOUD151,Praziquantel,1576;1544;1557;64816;1577;1551;2099;2101,CYP3A4;CYP1A2;CYP2C19;CYP3A43;CYP3A5;CYP3A7;ESR1;ESRRA
CLOUD152,Vinblastine,7846;203068;51174;7283;51175;3725;1576;1576;1565;1565;5243;5243;5243;4363;4363;4363;1244;1244;1244;368;8647;8647;3458;81027;10376;84617;10381;10382;10383;347688;84790;65975;28234;112714;347733;10599;7277;7280;6916,TUBA1A;TUBB;TUBD1;TUBG1;TUBE1;JUN;CYP3A4;CYP3A4;CYP2D6;CYP2D6;ABCB1;ABCB1;ABCB1;ABCC1;ABCC1;ABCC1;ABCC2;ABCC2;ABCC2;ABCC6;ABCB11;ABCB11;IFNG;TUBB1;TUBA1B;TUBB6;TUBB3;TUBB4A;TUBB4B;TUBA1A;TUBB8;TUBA1C;STK33;TUBB;SLCO1B3;ABCC1;TUBA3E;TUBB2B;ABCC2;SLCO1B1;TUBA4A;TUBB2A;CYP3A4;ABCB1;TBXAS1;ABCB1
CLOUD153,Metaxalone,1814,DRD3
CLOUD154,Ezetimibe Glucuronide,6646;29881;290;1558;54658;54659;7366;7364;1576;5243;1244;10599;64240;8714;9429;64241,SOAT1;NPC1L1;ANPEP;CYP2C8;UGT1A1;UGT1A3;UGT2B15;UGT2B7;CYP3A4;ABCB1;ABCC2;SLCO1B1;ABCG5;ABCC3;ABCG2;ABCG8;NPC1L1
CLOUD155,Lamotrigine,777;6326;134;135;148;150;153;1812;1813;2554;2554;3269;4986;1128;3356;3359;54657;1719;54659;54658;54658;5243;1544;361;1559;6335;1576;6328;6329;6331;1565;1557;6323,CACNA1E;SCN2A;ADORA1;ADORA2A;ADRA1A;ADRA2A;ADRB1;DRD1;DRD2;GABRA1;GABRA1;HRH1;OPRK1;CHRM1;HTR2A;HTR3A;UGT1A4;DHFR;UGT1A3;UGT1A1;UGT1A1;ABCB1;CYP1A2;AQP4;CYP2C9;SCN9A;CYP3A4;SCN2A;SCN3A;SCN4A;SCN5A;CYP2D6;CYP2C19;SCN1A
CLOUD156,Enoxacin,7153;1544,TOP2A;CYP1A2
CLOUD157,Doxapram,3777;51305;1565,KCNK3;KCNK9;CYP2D6
CLOUD158,Stanozolol,140;4780;3725;2737;2099;2100;2101;367;1565;1559;1557,ADORA3;NFE2L2;JUN;GLI3;ESR1;ESR2;ESRRA;AR;AR;ESR1;ADORA3;CYP2D6;CYP2C9;CYP2C19
CLOUD159,Miglitol,8972;8972;2548;23193;2595;279;6476;259249;187,MGAM;MGAM;GAA;GANAB;GANC;AMY2A;MGAM;SI;MRGPRX1;GAA;APLNR;MGAM;GAA;MGAM;GAA;SI
CLOUD160,Tetracycline,5621;23569;1576;1576;9356;9376;9376;55867;10864;213;7941;1544;5778;1557;1559;156;1565;2099;2100;4170;3320;598;2150;9446;6647;3064;5499;3326,PRNP;PADI4;CYP3A4;CYP3A4;SLC22A6;SLC22A8;SLC22A8;SLC22A11;SLC22A7;ALB;PLA2G7;CYP1A2;PTPN7;CYP2C19;CYP2C9;GRK2;CYP2D6;CYP3A4;ESR1;ESR2;MCL1;HSP90AA1;BCL2L1;F2RL1;GSTO1;SOD1;HTT;PPP1CA;HSP90AB1
CLOUD161,Sulfameter,60489;3676,APOBEC3G;ITGA4
CLOUD162,Carglumic Acid,1373,CPS1;CPS1
CLOUD163,Nateglinide,6833;5468;1559;1576;1577;1551;5742;54600;1565;10257;6566;6564;6565;9356;213;5004;27345;1544;1557;3767,ABCC8;PPARG;CYP2C9;CYP3A4;CYP3A5;CYP3A7;PTGS1;UGT1A9;CYP2D6;ABCC4;SLC16A1;SLC15A1;SLC15A2;SLC22A6;ALB;ORM1;KCNMB4;CYP1A2;CYP3A4;CYP2C19;CYP2C9;CYP2D6;KCNJ11
CLOUD164,Temozolomide,1576;26986;3205,CYP3A4;PABPC1;HOXA9
CLOUD165,Mycophenolic acid,3614;3615;54658;54600;7364;54577;54578;3458;1544;2099;2101;65975;6606;6607;5468;6622;55775;4193;4194;367;9970;7157,IMPDH1;IMPDH2;UGT1A1;UGT1A9;UGT2B7;UGT1A7;UGT1A6;IFNG;CYP1A2;IMPDH1;IMPDH2;ESR1;ESRRA;STK33;UGT2B7;SMN1;SMN2;PPARG;SNCA;TDP1;MDM2;MDM4;AR;NR1I3;TP53;IMPDH2;IMPDH2;IMPDH1
CLOUD166,Meclofenamic acid,5742;5743;240;3785;3786;9356;53919;8644;7276;1645;1646;2169;5594,PTGS1;PTGS2;ALOX5;KCNQ2;KCNQ3;SLC22A6;SLCO1C1;AKR1C3;TTR;AKR1C1;AKR1C2;PTGS2;FABP2;PTGS1;PTGS1;PTGS2;FABP2;MAPK1;AKR1C3;AKR1C2;AKR1C1
CLOUD167,Phenprocoumon,79001;1558;1559;1576;213;5004,VKORC1;CYP2C8;CYP2C9;CYP3A4;ALB;ORM1;VKORC1
